Start(s),Pitch(Hz),Probability[0-1.0],Source
11.58676,209.22581,0.99098,TARSOS_YIN
11.60998,214.36198,0.99474,TARSOS_YIN
11.6332,215.20113,0.99748,TARSOS_YIN
11.65642,210.58836,0.99266,TARSOS_YIN
11.67964,204.3584,0.98733,TARSOS_YIN
11.70286,199.60463,0.99659,TARSOS_YIN
11.72608,200.18439,0.99723,TARSOS_YIN
11.7493,203.29016,0.99736,TARSOS_YIN
11.77252,207.53342,0.98436,TARSOS_YIN
11.79574,211.13232,0.94923,TARSOS_YIN
12.42268,259.25174,0.94302,TARSOS_YIN
12.4459,277.67294,0.96691,TARSOS_YIN
12.46912,282.16043,0.99412,TARSOS_YIN
12.49234,283.31775,0.99406,TARSOS_YIN
12.51556,284.03534,0.99565,TARSOS_YIN
12.53878,310.18011,0.80192,TARSOS_YIN
12.562,282.23065,0.9953,TARSOS_YIN
12.58522,278.44702,0.99268,TARSOS_YIN
12.60844,278.55786,0.99587,TARSOS_YIN
12.63166,279.35181,0.99252,TARSOS_YIN
12.65488,286.24704,0.89277,TARSOS_YIN
12.72453,307.92581,0.9136,TARSOS_YIN
12.74776,290.77301,0.99163,TARSOS_YIN
12.77098,309.99765,0.98244,TARSOS_YIN
12.7942,271.35696,0.90708,TARSOS_YIN
12.81742,238.733,0.97994,TARSOS_YIN
12.84064,288.48053,0.88845,TARSOS_YIN
12.86385,275.1687,0.93864,TARSOS_YIN
12.88707,253.53014,0.95231,TARSOS_YIN
12.91029,239.69003,0.99224,TARSOS_YIN
12.93351,244.01863,0.98602,TARSOS_YIN
12.95673,252.43074,0.99347,TARSOS_YIN
12.97995,257.10703,0.9953,TARSOS_YIN
13.00317,261.25079,0.99475,TARSOS_YIN
13.02639,266.00729,0.99471,TARSOS_YIN
13.04961,266.71185,0.98412,TARSOS_YIN
13.07283,263.31226,0.99648,TARSOS_YIN
13.09605,266.43628,0.99736,TARSOS_YIN
13.11927,257.23248,0.96071,TARSOS_YIN
13.14249,262.49155,0.97725,TARSOS_YIN
13.23537,224.84328,0.87336,TARSOS_YIN
13.25859,225.38242,0.99493,TARSOS_YIN
13.28181,227.433,0.98979,TARSOS_YIN
13.30503,231.04858,0.9802,TARSOS_YIN
13.32825,235.97414,0.95813,TARSOS_YIN
13.35147,238.73541,0.99253,TARSOS_YIN
13.37469,235.48932,0.99833,TARSOS_YIN
13.39791,232.75369,0.9984,TARSOS_YIN
13.42113,225.99907,0.99748,TARSOS_YIN
13.44435,217.52008,0.99685,TARSOS_YIN
13.46757,204.94072,0.98548,TARSOS_YIN
13.49079,191.46843,0.98593,TARSOS_YIN
13.53723,194.98186,0.94617,TARSOS_YIN
13.56045,200.32248,0.92792,TARSOS_YIN
13.58367,205.49625,0.94394,TARSOS_YIN
13.60689,210.28792,0.98104,TARSOS_YIN
13.63011,212.01437,0.99678,TARSOS_YIN
13.65333,211.21454,0.98544,TARSOS_YIN
13.67655,205.76628,0.98826,TARSOS_YIN
13.69977,204.6564,0.99556,TARSOS_YIN
13.72299,204.13922,0.9963,TARSOS_YIN
13.74621,202.88982,0.99696,TARSOS_YIN
13.76943,204.07172,0.99709,TARSOS_YIN
13.79265,204.81937,0.99747,TARSOS_YIN
13.81587,203.84103,0.99674,TARSOS_YIN
13.83909,203.91068,0.99734,TARSOS_YIN
13.86231,204.7072,0.99722,TARSOS_YIN
13.88553,203.62425,0.99205,TARSOS_YIN
13.90875,202.47371,0.97321,TARSOS_YIN
13.93197,199.08965,0.97803,TARSOS_YIN
13.95519,205.884,0.94998,TARSOS_YIN
14.32671,203.04724,0.82983,TARSOS_YIN
14.34993,215.52,0.87263,TARSOS_YIN
14.37315,210.55798,0.96199,TARSOS_YIN
14.39637,228.22931,0.87058,TARSOS_YIN
14.41959,230.47981,0.86805,TARSOS_YIN
14.44281,234.77173,0.86156,TARSOS_YIN
14.46603,236.96074,0.86303,TARSOS_YIN
14.48925,214.2412,0.9119,TARSOS_YIN
14.58213,226.72449,0.93861,TARSOS_YIN
14.60535,229.6019,0.9968,TARSOS_YIN
14.62857,225.9637,0.99687,TARSOS_YIN
14.65179,234.17371,0.95835,TARSOS_YIN
14.67501,241.50166,0.99726,TARSOS_YIN
14.69823,237.92271,0.99531,TARSOS_YIN
14.72145,238.49324,0.99165,TARSOS_YIN
14.74467,242.68846,0.99823,TARSOS_YIN
14.76789,243.0394,0.99886,TARSOS_YIN
14.79111,239.84779,0.99658,TARSOS_YIN
14.81433,233.48744,0.9922,TARSOS_YIN
14.83755,219.55847,0.98601,TARSOS_YIN
14.86077,212.18797,0.9948,TARSOS_YIN
14.88399,202.66745,0.99401,TARSOS_YIN
14.90721,197.78552,0.99306,TARSOS_YIN
14.93043,198.69052,0.98235,TARSOS_YIN
